Name,Regular Price,Sale Price,Rating,Reviews,Size,Description,Category,Image,Link,Alcohol/Vol,Made In,Varietal,By,Release Date,Lat,Lon,Savings,Sugar Content (g/L),Category Name,Varietal Name,Segment
 Concha y Toro Winemaker's Lot 148 CarmÈnËre,19.95,16.95,3.3,4,  750 ml bottle ,"Produced exclusively for the Canadian market, this is loaded with cassis, chocolate, licorice and cedar with a notable campfire complexity. Characterfully dense and seriously structured with plush tannins and touches of spice. Great for ribs or veal medallions.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/3/0/9/030957.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/concha-y-toro-winemaker-s-lot-148-carmen-rre-30957,13.50%," Rapel Valley,   Chile ",12,Concha y Toro,"  April†1,†2022  ",-33.374641,-70.670278,3,3,Red Wine,CarmÈnËre Blend,0
 Villa Conchi Brut Seleccion,22,20,5,3,  750 ml bottle ,"This award-winning Spanish sparkler from Villa Conchi is bright gold in colour and has upfront aromas and flavours of mellow spice, quince and citrus with a minerally tone. Medium-bodied with supportive acidity and a refreshingly clean finish, this is perfect as a starter or enjoy with light appetizers.",6,https://aem.lcbo.com/content/dam/lcbo/products/5/7/7/1/577148.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/villa-conchi-brut-seleccion-577148,11.50%,  Spain ,13,Villa Conchi,0,39.3260685,-4.8379791,2,13,White Sparkling Wine,Cava,4
 19 Crimes Martha's Chard,19.95,16.95,4,9,  750 ml bottle ,"19 Crimes partnered with the legendary cooking and lifestyle guru Martha Stewart to produce a multi-purpose wine. Just like everything Martha touches is golden, so is the pour on this flavour-packed chardonnay. Citrus, oak, and caramel tones with a long-lasting finish. Pair with a lobster roll or enjoy as an aperitif.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/2/5/0/025067.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/19-crimes-martha-s-chard-25067,13.80%," California,   United States ",14,19 Crimes,0,36.7014631,-118.755997,3,8,White Wine,Chardonnay,4
 Woodbridge By Robert Mondavi Chardonnay,14.95,12.95,4.5,217,  750 ml bottle ,"The colour is a bright pale lemon; aromas of ripe pear and buttered toast are joined by hints of spicy vanilla; the wine is extra dry and medium-bodied with balanced acidity framing notes  of ripe pear, toast and vanilla; a medium length finish, with honey and toasted oak notes balanced by lemony acidity.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/9/9/4/099408.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/woodbridge-by-robert-mondavi-chardonnay-99408,13.50%," California,   United States ",14,Woodbridge By Robert Mondavi,0,36.7014631,-118.755997,2,6,White Wine,Chardonnay,4
 Francis Coppola Diamond Collection Chardonnay,23.95,21.95,5,4,  750 ml bottle ,"This Chardonnay shows buttered popcorn, pear, orange, melon, apple, pineapple and grilled mango framed by well-integrated, balanced oak spices. Vibrant, fresh and toasty. A winner with barbecued chicken or Cornish hen.",7,https://aem.lcbo.com/content/dam/lcbo/products/7/0/8/3/708305.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/francis-coppola-diamond-collection-chardonnay-2018-708305,13.00%," California,   United States ",14,Francis Coppola,"  April†1,†2022  ",36.7014631,-118.755997,2,5,White Wine,Chardonnay,4
 Flat Rock Chardonnay VQA,19.95,17.95,5,1,  750 ml bottle ,"Ontario has seen its international reputation for quality cool-climate Chardonnay soar. If you're still looking for somewhere to build your own opinion, you'll be hard pressed to find a sounder foundation than this Flat Rock. Vibrant, with brioche toast, yellow plum, spice and herbs, it's rock solid. Pair with crab legs or grilled chicken.",7,https://aem.lcbo.com/content/dam/lcbo/products/2/8/6/2/286278.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/flat-rock-chardonnay-286278,12.80%," Ontario,   Canada ",14,Flat Rock,"  April†1,†2022  ",50.000678,-86.000977,2,2,White Wine,Chardonnay,4
 Pelee Island Lola Chardonnay VQA,14.95,12.95,2.8,6,  750 ml bottle ,"Lola first arrived as a ros√© and won our hearts; now you can try their food-friendly chardonnay. It has appealing notes of apple, melon, citrus and spice. This wine is aromatic and flavourful with a long-lasting finish. Pair it with grilled halibut over a bed of rice, or a soft cheese plate with crackers and grapes.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/4/8/014883.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/pelee-island-lola-chardonnay-vqa-14883,13.00%," Ontario,   Canada ",14,Lola,0,50.000678,-86.000977,2,6,White Wine,Chardonnay,4
 Bread & Butter Chardonnay,19.9,17.9,3.6,37,  750 ml bottle ,"Based in California, Bread & Butter makes approachable wines. This memorable chardonnay opens with vanilla bean and almond notes, along with crisp minerality and a hint of tropical fruit. It's medium-bodied with a hint of oak leading to a long, buttery finish. Goes well with creamy pasta, roasted vegetables and seafood.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/9/2/019261.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bread-butter-chardonnay-19261,13.50%," California,   United States ",14,Bread & Butter,0,36.7014631,-118.755997,2,7,White Wine,Chardonnay,4
 Villa Maria Private Bin Chardonnay East Coast,18,16,0,0,  750 ml bottle ,"Villa Maria is New Zealand's most awarded winery, and fully committed to sustainability. This is a fruit-forward chardonnay with notable balance and freshness. Fresh fig, smoke, vanilla, pear and nutty flavours enhanced by a creamy texture on a medium-plus body. Enjoy with seafood, creamy pasta dishes or with appetizers.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/3/2/013293.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/villa-maria-private-bin-chardonnay-east-coast-13293,13.50%,  New Zealand ,14,Villa Maria,0,-41.5000831,172.8344077,2,3,White Wine,Chardonnay,4
 La Crema Sonoma Coast Chardonnay,31.95,29.95,4.7,33,  750 ml bottle ,"Cooling ocean breezes and morning fogs have helped the Sonoma Coast become one of the world's premier appellations for Chardonnay. This one is ripe and generous with notes of shortbread, vanilla, ripe pear with toast and nutty elements. Perfect for grilled pork chops or roast chicken.",7,https://aem.lcbo.com/content/dam/lcbo/products/9/6/2/8/962886.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/la-crema-sonoma-coast-chardonnay-962886,13.50%," California,   United States ",14,La Crema,"  April†1,†2021  ",36.7014631,-118.755997,2,2,White Wine,Chardonnay,4
 Trius Chardonnay VQA,17.95,15.95,4,1,  750 ml bottle ,"Bright medium lemon yellow, with lemon/gold highlights; clean, forward aromas of toasted oak, lemon and roasted nuts, with a vanilla and yellow plum notes; extra dry with soft but balanced acidity, citrus, nutty and spicy oak notes on a medium length finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/4/9/7/2/497248.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/trius-chardonnay-vqa-497248,13.00%," Ontario,   Canada ",14,Trius,0,50.000678,-86.000977,2,3,White Wine,Chardonnay,4
 Laurent Miquel Pere Et Fils Chardonnay d'Oc,16,14,4.8,9,  750 ml bottle ,"Pale straw colour; floral, yellow pear, stony, herbal and melon aromas; extra dry, medium body, well balanced, with matching pear and melon flavours on the lingering finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/1/5/7/9/157909.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/laurent-miquel-pere-et-fils-chardonnay-d-oc-157909,13.00%," South of France,   France ",14,Larent Miquel,0,46,2,2,2,White Wine,Chardonnay,4
 Konzelmann Chardonnay Unoaked VQA,15.95,13.95,5,2,  750 ml bottle ,"Bright yellow-gold colour; green plums, herbal, yeast and citrus fruit with nutty notes; medium-bodied with a refreshing, citrus finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/2/0/0/5/200535.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/konzelmann-chardonnay-unoaked-vqa-200535,13.00%," Ontario,   Canada ",14,Konzelmann,0,50.000678,-86.000977,2,13,White Wine,Chardonnay,4
 Sebastiani Vineyards Chardonnay,18.6,16.6,4,2,  750 ml bottle ,"This complex, ripe Chardonnay comes from the fog-cooled Carneros region and is crisp and bright, with fresh acidity, ripe peach, lemon, apricot and vanilla tones. A wine for grilled chicken or meaty fish.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/8/6/018631.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/sebastiani-vineyards-chardonnay-18631,13.90%," California,   United States ",14,Sebastiani,0,36.7014631,-118.755997,2,7,White Wine,Chardonnay,4
 Trinity Oaks Chardonnay,17.95,14.95,4.3,3,  750 ml bottle ,"Partnering with Trees for the Future, a nonprofit that's planted over 180 million trees, Trinity Oaks plants one tree per bottle purchased. The grapes come from sustainably farmed vineyards. Its juicy citrus and pear flavours, hints of oak toast and vanilla and silky finish pair nicely with chicken pot pie or creamy pasta.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/5/7/015762.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/trinity-oaks-chardonnay-15762,13.50%," California,   United States ",14,Trinity Oaks,0,36.7014631,-118.755997,3,7,White Wine,Chardonnay,4
 Chloe Chardonnay,19.95,16.95,4.8,4,  750 ml bottle ,"Medium lemon in colour; delicate aromas of vanilla and melon with floral tones; the palate is extra-dry and medium-bodied with flavours of vanilla, melon, honey and pear with a creamy texture.",7,https://aem.lcbo.com/content/dam/lcbo/products/3/9/2/5/392597.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/chloe-chardonnay-392597,14.50%," California,   United States ",14,Chloe Wines,0,36.7014631,-118.755997,3,5,White Wine,Chardonnay,4
 Jackson-Triggs Chardonnay,49.95,46.95,5,4,  4000 ml bagnbox ,"Pale straw colour; light citrus and floral aroma with berry tones; these plus nutty-smoky touches on the palate, extra dry with a touch of spice in the finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/3/0/5/1/305144.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jackson-triggs-chardonnay-305144,12.00%,  Canada ,15,Jackson-Triggs,0,61.0666922,-107.991707,3,6,White Wine,Chardonnay Blend,3
 The Pavillion Chenin Blanc,13.5,12,4.4,9,  750 ml bottle ,"Clear pale lemon colour; lifted aromas of mushrooms, citrus and spice with mineral notes; extra dry, medium bodied with medium balanced acidity and flavours of mushrooms, citrus, spice and a note minerality.",7,https://aem.lcbo.com/content/dam/lcbo/products/2/8/1/3/281311.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/the-pavillion-chenin-blanc-281311,12.50%,  South Africa ,16,The Pavillion,0,-28.8166236,24.991639,1.5,2,White Wine,Chenin Blanc,4
 Castello di Gabbiano Chianti Classico DOCG,21.05,18.05,4.3,7,  750 ml bottle ,"Medium ruby colour; aromas and flavours of chocolate, dark fruit and gentle baking spice, with prune and honey notes; dry, medium-bodied, structured tannins and refreshing acidity.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/1/9/8/219808.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/cavaliere-d-oro-gabbiano-chianti-classico-docg-219808,14.00%," Tuscany,   Italy ",17,Cavaliere d'Oro,0,43.4586541,11.1389204,3,3,Red Wine,Chianti,0
 Ruffino Chianti,17.6,15.6,4,8,  750 ml bottle ,"Ruffino's original wine, and one of the world's most recognized Tuscan wines. The wine is extra dry, medium-bodied and well-structured. Enjoy aromas and flavours of chestnut, leather, rye bread and red berry fruit, with spicy notes and a touch of pepper.  Serve with wild boar ragu, grilled steak or roasted vegetables.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/0/1/7/001743.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/ruffino-chianti-1743,13.00%," Tuscany,   Italy ",17,Ruffino Chianti,0,43.4586541,11.1389204,2,2,Red Wine,Chianti,0
 Brigaldara Amarone della Valpolicella Classico 2017,78.95,74.95,0,0,  750 ml bottle ,"This is a spectacular amarone that finds great equilibrium and finesse despite its 16.5% alcohol. The nose is not over the top exuberant but it captures very ripe dried cran-cherry fruit with vermouth spices and rosemary like herbality. It is full bodied and rich, but very streamlined and elegant across the mid-palate, and finishing with outstanding flavour depth and length. Tasted Feb 2022. Score - 96. (David Lawrason, winealign.com)",3,https://aem.lcbo.com/content/dam/lcbo/products/3/0/0/0/300012.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/brigaldara-amarone-della-valpolicella-classico-2015-300012,16.50%," Veneto,   Italy ",18,Vintages Front Line Release,"  April†29,†2023  ",45.6476663,11.8665254,4,5,Red Wine,Corvina/Rondinella/Molinara,3
 Allegrini Palazzo della Torre 2019,0,0,4.8,5,  750 ml bottle ,"Intense nose with hints of coffee and black chocolate to the raspberry jam and dark cherries. Nicely dry and bitter with dark-chocolate character that extends to the long, polished finish with silky tannins. Drink or hold. Score - 93. (jamessuckling.com, Sept. 6, 2022)",3,https://aem.lcbo.com/content/dam/lcbo/products/6/7/2/9/672931.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/allegrini-palazzo-della-torre-2017-672931,14.00%," Veneto,   Italy ",19,Vintages Front Line Release,"  December†17,†2022  ",45.6476663,11.8665254,0,6,Red Wine,Corvina/Rondinella/Sangiovese,0
 Girls' Night Out Very Berry Bomba,15.95,14.95,0,0,  1500 ml bottle ,"Deep pink colour; strawberry and fruit punch aromas; medium sweet, light bodied; sweet fruit punch flavours",1,https://aem.lcbo.com/content/dam/lcbo/products/2/5/0/2/250266.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/girls-night-out-very-berry-bomba-250266,6.50%,  Canada ,20,Girls' Night Out,0,61.0666922,-107.991707,1,67,"Flavoured Wine	",Flavoured Wine,2
 Girls' Night Out Strawberry Samba,15.95,14.95,4.1,8,  1500 ml bottle ,"The perfect accompaniment for good friends, great food and sunny afternoons. Candied strawberry, berry preserve and watermelon aromas, and flavours of ripe berries and juicy watermelon. Serve with grilled jumbo shrimp, guacamole or watermelon and feta skewers.",1,https://aem.lcbo.com/content/dam/lcbo/products/2/1/4/0/214049.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/girls-night-out-strawberry-samba-214049,6.50%,  Canada ,20,Girls' Night Out,0,61.0666922,-107.991707,1,103,"Flavoured Wine	",Flavoured Wine,2
 Girls' Night Out Pineapple Mango Tango,15.95,14.95,4,5,  1500 ml bottle ,"clear, pale straw colour; pineapple and grapefruit aromas; matching sweet pineapple and and grapefruit flavours",1,https://aem.lcbo.com/content/dam/lcbo/products/2/1/4/0/214056.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/girls-night-out-pineapple-mango-tango-214056,6.50%,  Canada ,20,Girls' Night Out,0,61.0666922,-107.991707,1,65,"Flavoured Wine	",Flavoured Wine,2
 Muskoka Lakes Blueberry Wine,17.95,16.95,5,8,  750 ml bottle ,"Opaque, ruby red in colour with pronounced aromas of blueberry and table grapes; the palate is medium-sweet with low acid and obvious jammy blueberry and earthy flavours followed by a medium-length finish.",2,https://aem.lcbo.com/content/dam/lcbo/products/4/5/7/3/457341.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/muskoka-lakes-blueberry-wine-457341,12.00%,  Canada ,21,Muskoka Lakes,0,61.0666922,-107.991707,1,38,Fruit Wine,Fruit Wines,0
 Cave Spring Gamay VQA,18.95,16.95,4,4,  750 ml bottle ,"Light ruby red colour; lots of fresh red and black plum aromas with notes of citrus, berries and nuts on the nose; extra dry, medium-plus bodied, with round, ripe plum and berry fruit flavour and fresh finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/2/8/5/228569.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/cave-spring-gamay-vqa-228569,13.00%," Ontario,   Canada ",22,Cave Spring,0,50.000678,-86.000977,2,3,Red Wine,Gamay,0
 Pisse-Dru Beaujolais,19,17,4,1,  750 ml bottle ,"The quirky name of this wine is an old expression describing how readily juice runs from well-ripened grapes. Its light-plus bodied, food-friendly, with appealing plum, nutty, spice and red fruit flavours and balanced, dry finish. A straightforward, juicy and reliable accompaniment for burgers, cold chicken or charcuterie.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/0/2/8/002881.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/pisse-dru-beaujolais-2881,12.50%," Burgundy,   France ",22,Pisse-Dru Beaujolais Vernaux,0,47.328037,5.041244,2,3,Red Wine,Gamay,0
 Fiol Prosecco DOC,19.05,16.05,5,4,  750 ml bottle ,"Clear pale straw colour with persistent bubbles; aromas of pear, citrus and green apple with notes of white flowers and banana; dry, light to medium bodied, balanced acidity, flavours of green apple, pear and citrus, with notes of almond, bread and yeast.",6,https://aem.lcbo.com/content/dam/lcbo/products/3/9/4/5/394577.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/fiol-prosecco-doc-394577,11.00%," Veneto,   Italy ",23,Fiol,0,45.6476663,11.8665254,3,15,White Sparkling Wine,Glera,4
" Villa Sandi Prosecco Il Fresco DOC, Treviso",19,17,3.9,8,  750 ml bottle ,"Fine Italian bubbly. Pours a pale lemon with delicate, persistent bubbles. Lifted aromas and flavours of ripe pear and cantaloupe, hints of spice with light floral notes. Dry and elegant on the palate with refreshing yeasty hint on the cleansing finish. The perfect aperitif and a great match to antipasti or light shellfish.",6,https://aem.lcbo.com/content/dam/lcbo/products/3/9/4/3/394387.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/villa-sandi-prosecco-il-fresco-doc-treviso-394387,11.00%," Veneto,   Italy ",23,Villa Sandi,0,45.6476663,11.8665254,2,13,White Sparkling Wine,Glera,4
 Brotte La Fiole CdRhone AOC,19,17,3.9,9,  750 ml bottle ,"Clear medium ruby colour; upfront aromas of red plums, blackberries, raspberries, watermelon and herbs de Provence; extra dry and medium bodied with flavours of plums, berries, herbs and spices; medium finish, ready to drink.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/9/3/4/293498.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/brotte-la-fiole-cdrhone-aoc-293498,13.50%," Rh√¥ne,   France ",24,La Fiole du Pape,0,45.8802348,4.56453363,2,3,Red Wine,Grenache/Syrah,0
 M. Chapoutier Les Vignes de Bila-Haut C√¥tes du Roussillon-Villages,18.95,15.95,4.6,16,  750 ml bottle ,"From the legendary Michel Chapoutier, this is a consistently highly rated wine that reliably delivers big flavour in an intense yet elegant package. Look for bold floral, dried fig and ginger fruit, with herbal and smoky notes. Great for burgers, ribs or lamb.",3,https://aem.lcbo.com/content/dam/lcbo/products/1/6/8/7/168716.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/m-chapoutier-les-vignes-de-bila-haut-c-tes-du-roussillon-villages-168716,14.00%," Midi,   France ",25,M. Chapoutier,"  April†1,†2021  ",48.7601025,7.2583323,3,2,Red Wine,Grenache/Syrah/Carignan,0
 Argento Estate Organic Malbec,14.05,12.05,5,1,  750 ml bottle ,"Bright ruby red colour; toasted oak, nuts, sweet plum compote and honey aromas with hints of violets and herbs; dry, medium bodied, with balanced medium acidity and silky tannins supporting flavours of roasted nuts and ripe black fruits.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/9/1/6/591693.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/argento-estate-organic-malbec-591693,14.00%,  Argentina ,26,Argento,0,-34.9964963,-64.9672817,2,7,Red Wine,Malbec,0
 La Linda Private Selection Old Vines Malbec,16.95,14.95,4.6,5,  750 ml bottle ,"Renowned for malbec, Bosca is one of Argentina's best-known wineries. La Linda is the pure expression of fruit, a result of 30-year-old vines and judicious use of oak ageing. Deep ruby, with aromas of chocolate, herbs, prune, honey and nuts. The wine is medium-full bodied, with balanced acidity and fine, ripe tannins.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/0/7/4/507442.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/la-linda-private-selection-old-vines-malbec-507442,14.20%,  Argentina ,26,La Linda,0,-34.9964963,-64.9672817,2,3,Red Wine,Malbec,0
 Trapiche Pure Malbec,19,17,3,2,  750 ml bottle ,"Trapiche is Argentina's leading exporter of wine. This malbec shows a commitment to pure fruit flavours. An opaque, deep ruby with purple hues; upfront aromas of berry melange, rye bread crust, red fruit, plus hints of bloor orange. The palate is dry, finely textured and brimming with flavours of plum, blackberry and spice.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/7/0/9/370924.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/trapiche-pure-malbec-370924,14.00%,  Argentina ,26,Trapiche,0,-34.9964963,-64.9672817,2,4,Red Wine,Malbec,0
 Santa Carolina Merlot,19,16.5,4,1,  1500 ml bottle ,"Deep brick red colour; Rich, upfront plummy, blood orange and blackberry fruit aromas and flavours with notes of chocolate, earth and spice; extra dry, medium-bodied with moderate tannins.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/0/4/3/504340.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/santa-carolina-merlot-504340,12.50%,  Chile ,27,Santa Carolina,0,-31.7613365,-71.3187697,2.5,6,Red Wine,Merlot,0
 Josh Cellars Merlot,19.95,17.95,4.5,24,  750 ml bottle ,"Joseph Carr Winery makes a tier of wines named after his affable father Josh. Josh Merlot, in turn, is inviting and full of character. With aromas and flavours of dark fruit, cedar and spice, a velvety texture, and fine tannins on the finish, this red will complement lamb, meat-based pasta or soft cheeses. Cheers Josh!",3,https://aem.lcbo.com/content/dam/lcbo/products/6/3/8/2/638221.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/josh-cellars-merlot-638221,13.50%," California,   United States ",27,Josh Cellars,0,36.7014631,-118.755997,2,4,Red Wine,Merlot,0
 Konzelmann Merlot VQA,15.95,13.95,5,2,  750 ml bottle ,"Ruby colour; floral, red fruit, nuts, toast and vanilla aroma; matching flavours, balanced; medium body.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/3/9/2/439281.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/konzelmann-merlot-vqa-439281,12.80%," Ontario,   Canada ",27,Konzelmann,0,50.000678,-86.000977,2,6,Red Wine,Merlot,0
